Nume Miner,ID Miner Rezultat,Nivel Final,Putere Rezultat (GH/s),Bonus Rezultat %,Cost RLT/RST,XP Reward,Timp Craft (Secunde),Poate fi vândut,Miner Sursa 1 Nume,Miner Sursa 1 ID,Miner Sursa 1 Cantitate,Miner Sursa 1 Nivel,Miner Sursa 1 Putere (GH/s),Miner Sursa 1 Bonus %,Piesa 1 Nume,Piesa 1 ID,Piesa 1 Cantitate,Piesa 1 Nivel,Miner Sursa 2 Nume,Miner Sursa 2 ID,Miner Sursa 2 Cantitate,Miner Sursa 2 Nivel,Miner Sursa 2 Putere (GH/s),Miner Sursa 2 Bonus %,Piesa 2 Nume,Piesa 2 ID,Piesa 2 Cantitate,Piesa 2 Nivel,Piesa 3 Nume,Piesa 3 ID,Piesa 3 Cantitate,Piesa 3 Nivel
Dogerico,69a98227446a62b77c10d592,2,85000000.0,25.0,45.0,8500,0,False,Dogerico,69a98227446a62b77c10d591,2,1,32000000.0,7.0,Fan,6319f7baa8ce530569ed16b9,3000,1,,,,,,,,,,,,,,
Dogerico,69a98227446a62b77c10d591,1,32000000.0,7.0,17.5,3200,0,False,Dogerico,671d520211377391a0bb0d99,2,0,12000000.0,1.0,Fan,61b35fea67433d2dc586f7fe,3000,0,,,,,,,,,,,,,,
Doggie-Woogie,6399c3341c483a58f70e9924,2,315.0,0.42,0.13,1,0,True,Doggie-Woogie,6399c3331c483a58f70e9914,2,1,105.0,0.14,Fan,6319f7baa8ce530569ed16b9,8,1,,,,,,,,,,,,,,
Doggie-Woogie,6399c3361c483a58f70e994e,5,5880.0,0.98,10.0,1,0,True,Doggie-Woogie,6399c3351c483a58f70e9940,2,4,2205.0,0.65,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Doggie-Woogie,6399c3351c483a58f70e9940,4,2205.0,0.65,7.0,1,0,True,Doggie-Woogie,6399c3351c483a58f70e9932,2,3,840.0,0.52,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Doggie-Woogie,6399c3331c483a58f70e9914,1,105.0,0.14,0.03,1,0,True,Doggie-Woogie,63930d86380ccf549d7f5c27,2,0,10.0,0.0,Fan,61b35fea67433d2dc586f7fe,90,0,,,,,,,,,,,,,,
Dollaruco,69a97c46446a62b77c10cc47,3,150000000.0,50.0,80.0,15000,0,False,Dollaruco,69a97c46446a62b77c10cc46,2,2,55000000.0,12.0,Wire,61b35dcd67433d2dc57daca3,285,2,,,,,,,,,,,,,,
Dollaruco,69a97c46446a62b77c10cc46,2,55000000.0,12.0,30.0,5500,0,False,Dollaruco,69a97c46446a62b77c10cc45,2,1,21000000.0,4.0,Wire,6319f81fa8ce530569eee9dd,2000,1,,,,,,,,,,,,,,
Dollaruco,69a97c46446a62b77c10cc45,1,21000000.0,4.0,10.0,2100,0,False,Dollaruco,671d51c111377391a0bb0d06,2,0,8000000.0,1.0,Wire,61b3604967433d2dc58893b0,4500,0,,,,,,,,,,,,,,
Don Skullini,68796b7b265f9bf2be104a23,3,29000000.0,9.0,6.5,2900,0,True,Don Skullini,68796b7b265f9bf2be104a1b,2,2,11030000.0,5.0,Hashboard,61b35e3767433d2dc57f86a2,17,2,,,,,,,,,,,,,,
Donkey Kong,650b247e48ee2c2ada96557c,2,1423065.0,0.96,0.74,143,0,True,Donkey Kong,650b247e48ee2c2ada965572,2,1,542115.0,0.4,Fan,6319f7baa8ce530569ed16b9,46,1,,,,,,,,,,,,,,
Donkey Kong,650b247e48ee2c2ada965590,4,9805950.0,2.84,7.0,981,0,True,Donkey Kong,650b247e48ee2c2ada965586,2,3,3735585.0,1.74,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Donkey Kong,650b247e48ee2c2ada965586,3,3735585.0,1.74,1.93,374,0,True,Donkey Kong,650b247e48ee2c2ada96557c,2,2,1423065.0,0.96,Fan,61b35dac67433d2dc57d1156,5,2,,,,,,,,,,,,,,
Don’t Get Wet,6971e72c6cca9b4fec37c772,5,130000000.0,42.0,10.0,13000,0,True,Don’t Get Wet,6971e72c6cca9b4fec37c76c,2,4,48000000.0,20.0,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Don’t Get Wet,6971e72c6cca9b4fec37c76c,4,48000000.0,20.0,7.0,4800,0,True,Don’t Get Wet,6971e72c6cca9b4fec37c766,2,3,18500000.0,12.0,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Don’t Get Wet,6971e72c6cca9b4fec37c766,3,18500000.0,12.0,0.74,1850,0,True,Don’t Get Wet,6971e72c6cca9b4fec37c760,2,2,7000000.0,6.0,Fan,61b35dac67433d2dc57d1156,2,2,,,,,,,,,,,,,,
Don’t Get Wet,6971e72c6cca9b4fec37c760,2,7000000.0,6.0,0.13,700,0,True,Don’t Get Wet,6971e72c6cca9b4fec37c75a,2,1,2650000.0,2.5,Fan,6319f7baa8ce530569ed16b9,8,1,,,,,,,,,,,,,,
Don’t Get Wet,6971e72c6cca9b4fec37c75a,1,2650000.0,2.5,0.03,265,0,True,Don’t Get Wet,6971e72c6cca9b4fec37c757,2,0,1000000.0,1.0,Fan,61b35fea67433d2dc586f7fe,100,0,,,,,,,,,,,,,,
Doomsday Dragster,648b09b62100926248ba35ac,2,2463615.0,3.84,1.26,247,0,True,Doomsday Dragster,648b09b52100926248ba359e,2,1,938490.0,1.28,Wire,6319f81fa8ce530569eee9dd,78,1,,,,,,,,,,,,,,
Doomsday Dragster,648b09b52100926248ba359e,1,938490.0,1.28,0.48,94,0,True,Doomsday Dragster,64898bfd7f28d1395d958ccb,2,0,357500.0,0.5,Wire,61b3604967433d2dc58893b0,1400,0,,,,,,,,,,,,,,
Dragon Shrine,68dbb5a9e6ff6d6945bbb125,4,72000000.0,25.0,7.0,7200,0,False,Dragon Shrine,68dbb5a9e6ff6d6945bbb11f,2,3,27200000.0,14.0,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Dragon Shrine,68dbb5a9e6ff6d6945bbb119,2,10350000.0,6.0,0.43,1035,0,False,Dragon Shrine,68dbb5a9e6ff6d6945bbb113,2,1,3940000.0,3.0,Fan,6319f7baa8ce530569ed16b9,27,1,,,,,,,,,,,,,,
Dragon Wing,631f7b738238ed283a2352ef,2,5619495.0,4.91,2.86,562,0,True,Dragon Wing,631f7b728238ed283a2352e2,2,1,2140740.0,1.64,Fan,6319f7baa8ce530569ed16b9,180,1,,,,,,,,,,,,,,
Dragon Wing,631f7b758238ed283a235309,4,38722005.0,7.67,20.0,3873,0,True,Dragon Wing,631f7b748238ed283a2352fc,2,3,14751240.0,6.13,Fan,6319f918a8ce530569f33dd5,5,3,,,,,,,,,,,,,,
Dragon Wing,631f7b748238ed283a2352fc,3,14751240.0,6.13,8.0,1476,0,True,Dragon Wing,631f7b738238ed283a2352ef,2,2,5619495.0,4.91,Fan,61b35dac67433d2dc57d1156,21,2,,,,,,,,,,,,,,
Dragon Wing,631f7b728238ed283a2352e2,1,2140740.0,1.64,1.1,215,0,True,Dragon Wing,631b561ba775e04d9a285494,2,0,815500.0,0.0,Fan,61b35fea67433d2dc586f7fe,3200,0,,,,,,,,,,,,,,
Dragon Wing,631f7b768238ed283a235316,5,101645355.0,11.5,52.0,10165,0,True,Dragon Wing,631f7b758238ed283a235309,2,4,38722005.0,7.67,Fan,6196269b67433d2dc52e0130,20,4,,,,,,,,,,,,,,
Dragon's Breath,631f79808238ed283a233bd4,2,344610.0,1.65,0.18,35,0,False,Dragon's Breath,631f797f8238ed283a233bc7,2,1,131250.0,1.58,Hashboard,6319f840a8ce530569ef82b7,11,1,,,,,,,,,,,,,,
Dragon's Breath,631f79828238ed283a233bee,4,2374785.0,1.82,7.0,238,0,False,Dragon's Breath,631f79818238ed283a233be1,2,3,904680.0,1.74,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
Dragon's Breath,631f79818238ed283a233be1,3,904680.0,1.74,0.74,91,0,False,Dragon's Breath,631f79808238ed283a233bd4,2,2,344610.0,1.65,Hashboard,61b35e3767433d2dc57f86a2,2,2,,,,,,,,,,,,,,
Dragon's Breath,631f79848238ed283a233bfb,5,6233850.0,1.91,10.0,624,0,False,Dragon's Breath,631f79828238ed283a233bee,2,4,2374785.0,1.82,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Dragonfly,65dce766d68c8ab1d87f3763,5,104197905.0,16.32,51.0,10420,0,False,Dragonfly,65dce766d68c8ab1d87f375b,2,4,39694410.0,10.95,Fan,6196269b67433d2dc52e0130,19,4,,,,,,,,,,,,,,
Dragonfly,65dce766d68c8ab1d87f374b,2,5760615.0,4.36,2.77,577,0,False,Dragonfly,65dce766d68c8ab1d87f3743,2,1,2194500.0,2.4,Fan,6319f7baa8ce530569ed16b9,175,1,,,,,,,,,,,,,,
Dragonfly,65dce766d68c8ab1d87f3753,3,15121680.0,7.1,7.5,1513,0,False,Dragonfly,65dce766d68c8ab1d87f374b,2,2,5760615.0,4.36,Fan,61b35dac67433d2dc57d1156,20,2,,,,,,,,,,,,,,
DragonPride 16T+,631f7acb8238ed283a234b10,2,344610.0,0.83,0.18,35,0,True,DragonPride 16T+,631f7aca8238ed283a234b03,2,1,131250.0,0.79,Hashboard,6319f840a8ce530569ef82b7,11,1,,,,,,,,,,,,,,
DragonPride 16T+,631f7ace8238ed283a234b2a,4,2374785.0,0.91,7.0,238,0,True,DragonPride 16T+,631f7acd8238ed283a234b1d,2,3,904680.0,0.87,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
DragonPride 16T+,631f7acf8238ed283a234b37,5,6233850.0,0.96,10.0,624,0,True,DragonPride 16T+,631f7ace8238ed283a234b2a,2,4,2374785.0,0.91,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
DragonPride 16T+,631f7acd8238ed283a234b1d,3,904680.0,0.87,0.74,91,0,True,DragonPride 16T+,631f7acb8238ed283a234b10,2,2,344610.0,0.83,Hashboard,61b35e3767433d2dc57f86a2,2,2,,,,,,,,,,,,,,
Dragonroller 16T,631f77618238ed283a2322d8,5,1995000.0,1.28,5.0,200,0,False,Dragonroller 16T,631f775f8238ed283a2322cb,2,4,759990.0,1.22,Wire,6196281467433d2dc53872b3,1,4,,,,,,,,,,,,,,
Dragonroller 16T,631f775f8238ed283a2322cb,4,759990.0,1.22,1.65,76,0,False,Dragonroller 16T,631f775e8238ed283a2322be,2,3,289485.0,1.16,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
Dragonroller 16T,631f775d8238ed283a2322b1,2,110250.0,1.1,0.1,12,0,False,Dragonroller 16T,631f775c8238ed283a2322a4,2,1,42000.0,1.05,Wire,6319f81fa8ce530569eee9dd,9,1,,,,,,,,,,,,,,
Dragonroller 16T,631f775e8238ed283a2322be,3,289485.0,1.16,0.5,29,0,False,Dragonroller 16T,631f775d8238ed283a2322b1,2,2,110250.0,1.1,Wire,61b35dcd67433d2dc57daca3,2,2,,,,,,,,,,,,,,
DraMatic,65a930919b2efe7a29c68f57,2,1653750.0,2.7,0.71,166,0,False,DraMatic,65a930919b2efe7a29c68f4f,2,1,630000.0,1.5,Wire,6319f81fa8ce530569eee9dd,44,1,,,,,,,,,,,,,,
DraMatic,65a930919b2efe7a29c68f5f,3,4341120.0,4.62,1.87,435,0,False,DraMatic,65a930919b2efe7a29c68f57,2,2,1653750.0,2.7,Wire,61b35dcd67433d2dc57daca3,6,2,,,,,,,,,,,,,,
DraMatic,65a930919b2efe7a29c68f4f,1,630000.0,1.5,0.27,63,0,False,DraMatic,65a930919b2efe7a29c68f4c,2,0,240000.0,0.75,Wire,61b3604967433d2dc58893b0,800,0,,,,,,,,,,,,,,
DraMatic,65a930919b2efe7a29c68f67,4,11395440.0,7.69,7.0,1140,0,False,DraMatic,65a930919b2efe7a29c68f5f,2,3,4341120.0,4.62,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
Dream Demolisher 3000,631f77898238ed283a2324b9,2,482370.0,2.21,0.24,49,0,True,Dream Demolisher 3000,631f77888238ed283a2324ac,2,1,183750.0,2.1,Hashboard,6319f840a8ce530569ef82b7,14,1,,,,,,,,,,,,,,
Dream Demolisher 3000,631f778c8238ed283a2324e0,5,8725815.0,2.55,10.0,873,0,True,Dream Demolisher 3000,631f778b8238ed283a2324d3,2,4,3324090.0,2.43,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Dream Demolisher 3000,631f778a8238ed283a2324c6,3,1266300.0,2.32,0.74,127,0,True,Dream Demolisher 3000,631f77898238ed283a2324b9,2,2,482370.0,2.21,Hashboard,61b35e3767433d2dc57f86a2,2,2,,,,,,,,,,,,,,
Dream Demolisher 3000,631f778b8238ed283a2324d3,4,3324090.0,2.43,7.0,333,0,True,Dream Demolisher 3000,631f778a8238ed283a2324c6,2,3,1266300.0,2.32,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
Drifter,631f78bf8238ed283a2332f1,2,165375.0,0.55,0.13,17,0,True,Drifter,631f78be8238ed283a2332e4,2,1,63000.0,0.53,Fan,6319f7baa8ce530569ed16b9,8,1,,,,,,,,,,,,,,
Drifter,631f78c38238ed283a233318,5,2991975.0,0.64,10.0,300,0,True,Drifter,631f78c28238ed283a23330b,2,4,1139775.0,0.61,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Drifter,631f78c18238ed283a2332fe,3,434175.0,0.58,0.74,44,0,True,Drifter,631f78bf8238ed283a2332f1,2,2,165375.0,0.55,Fan,61b35dac67433d2dc57d1156,2,2,,,,,,,,,,,,,,
Drifter,631f78c28238ed283a23330b,4,1139775.0,0.61,7.0,114,0,True,Drifter,631f78c18238ed283a2332fe,2,3,434175.0,0.58,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Drifter,631f78be8238ed283a2332e4,1,63000.0,0.53,0.03,7,0,True,Drifter,61532146db5008102f9f77f5,2,0,24000.0,0.5,Fan,61b35fea67433d2dc586f7fe,90,0,,,,,,,,,,,,,,
Drip of Vitalik,687f5e00265f9bf2be1d2c69,4,143000000.0,40.0,7.0,14300,0,True,Drip of Vitalik,687f5e00265f9bf2be1d2c61,2,3,54400000.0,24.0,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Duality Core,68e40cab603dd81077e53b9c,5,150000000.0,42.0,38.0,15000,0,False,Duality Core,68e40cab603dd81077e53b96,2,4,55000000.0,20.0,Wire,6196281467433d2dc53872b3,4,4,,,,,,,,,,,,,,
Duality Core,68e40cab603dd81077e53b90,3,20900000.0,12.0,5.5,2090,0,False,Duality Core,68e40cab603dd81077e53b8a,2,2,7930000.0,6.0,Wire,61b35dcd67433d2dc57daca3,16,2,,,,,,,,,,,,,,
Earth Evo,68e61a659f36c49e72db5760,1,37500000.0,9.0,0.61,3750,0,True,Earth Evo,68e61a659f36c49e72db575d,2,0,14000000.0,2.5,Fan,61b35fea67433d2dc586f7fe,1800,0,,,,,,,,,,,,,,
Earth Evo,68e61a659f36c49e72db576c,3,275000000.0,50.0,4.5,27500,0,True,Earth Evo,68e61a659f36c49e72db5766,2,2,100000000.0,25.0,Fan,61b35dac67433d2dc57d1156,12,2,,,,,,,,,,,,,,
Earthbind,63d90bef08311b97a96a9cc8,5,26175555.0,5.1,14.0,2618,0,True,Earthbind,63d90bef08311b97a96a9cba,2,4,9971640.0,3.4,Fan,6196269b67433d2dc52e0130,5,4,,,,,,,,,,,,,,
Earthbind,63d90bef08311b97a96a9cba,4,9971640.0,3.4,7.0,998,0,True,Earthbind,63d90bee08311b97a96a9cac,2,3,3798690.0,2.72,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Earthbind,63d90bec08311b97a96a9c90,1,551250.0,0.73,0.28,56,0,True,Earthbind,63d90106547cfab9a2a43623,2,0,210000.0,0.0,Fan,61b35fea67433d2dc586f7fe,800,0,,,,,,,,,,,,,,
Earthbind,63d90bed08311b97a96a9c9e,2,1447110.0,2.18,0.74,145,0,True,Earthbind,63d90bec08311b97a96a9c90,2,1,551250.0,0.73,Fan,6319f7baa8ce530569ed16b9,46,1,,,,,,,,,,,,,,
Eclipse,6909e633dbb4b86eca7f2b8c,2,5500000.0,4.0,1.3,550,0,False,Eclipse,6909e633dbb4b86eca7f2b86,2,1,2200000.0,1.5,Hashboard,6319f840a8ce530569ef82b7,80,1,,,,,,,,,,,,,,
Eclipse,6909e633dbb4b86eca7f2b92,3,15000000.0,10.0,3.5,1500,0,False,Eclipse,6909e633dbb4b86eca7f2b8c,2,2,5500000.0,4.0,Hashboard,61b35e3767433d2dc57f86a2,10,2,,,,,,,,,,,,,,
Eclipse Energion,6894be1e73641cbc58ebbd16,1,35000000.0,10.0,7.9,3500,0,True,Eclipse Energion,65b0f72543dcad8f6d0fa7ff,2,0,11800000.0,5.5,Fan,61b35fea67433d2dc586f7fe,22500,0,,,,,,,,,,,,,,
Eclipse Energion,6894be1e73641cbc58ebbd20,2,90000000.0,24.0,21.0,9000,0,True,Eclipse Energion,6894be1e73641cbc58ebbd16,2,1,35000000.0,10.0,Fan,6319f7baa8ce530569ed16b9,1285,1,,,,,,,,,,,,,,
Eclipse Energion,6894be1e73641cbc58ebbd2a,3,250000000.0,55.0,54.5,25000,0,True,Eclipse Energion,6894be1e73641cbc58ebbd20,2,2,90000000.0,24.0,Fan,61b35dac67433d2dc57d1156,155,2,,,,,,,,,,,,,,
Eden Remnant,691618e3b5000902414b3cf0,2,275000000.0,30.0,52.0,27500,0,True,Eden Remnant,691618e3b5000902414b3ce8,2,1,100000000.0,18.0,Hashboard,6319f840a8ce530569ef82b7,3145,1,,,,,,,,,,,,,,
Eden Remnant,691618e3b5000902414b3ce8,1,100000000.0,18.0,19.8,10000,0,True,Eden Remnant,6914a9bdb50009024148e2a1,2,0,38000000.0,10.0,Hashboard,61b3606767433d2dc58913a9,56600,0,,,,,,,,,,,,,,
El Detonador,68723e26411d00ff27a83ae7,2,20690000.0,17.0,4.5,2069,0,False,El Detonador,68723e26411d00ff27a83adf,2,1,7880000.0,10.0,Fan,6319f7baa8ce530569ed16b9,270,1,,,,,,,,,,,,,,
El Monstro,631f77a88238ed283a232625,5,13710690.0,2.55,10.0,1372,0,True,El Monstro,631f77a68238ed283a232618,2,4,5223120.0,2.43,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
El Monstro,631f77a38238ed283a2325f1,1,288750.0,2.1,0.15,29,0,True,El Monstro,5f9ae5584ac419fdd08d08cd,2,0,110000.0,2.0,Hashboard,61b3606767433d2dc58913a9,500,0,,,,,,,,,,,,,,
ElectricVibe,64d621a937a9be081c019fff,4,14744100.0,5.2,8.0,1475,0,False,ElectricVibe,64d621a937a9be081c019ff7,2,3,5616765.0,4.16,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
ElectricVibe,64d621a937a9be081c019fef,2,2139690.0,3.33,1.08,214,0,False,ElectricVibe,64d621a937a9be081c019fe7,2,1,815115.0,1.75,Fan,6319f7baa8ce530569ed16b9,67,1,,,,,,,,,,,,,,
ElectricVibe,64d621a937a9be081c019ff7,3,5616765.0,4.16,2.83,562,0,False,ElectricVibe,64d621a937a9be081c019fef,2,2,2139690.0,3.33,Fan,61b35dac67433d2dc57d1156,8,2,,,,,,,,,,,,,,
ElectricVibe,64d621a937a9be081c01a007,5,38703315.0,7.8,20.0,3871,0,False,ElectricVibe,64d621a937a9be081c019fff,2,4,14744100.0,5.2,Fan,6196269b67433d2dc52e0130,7,4,,,,,,,,,,,,,,
ElectricVibe,64d621a937a9be081c019fe7,1,815115.0,1.75,0.41,82,0,False,ElectricVibe,64d621a937a9be081c019fe4,2,0,310500.0,1.0,Fan,61b35fea67433d2dc586f7fe,1200,0,,,,,,,,,,,,,,
Elite,69aed7d2446a62b77c17955f,5,8000000000.0,88.0,1500.0,800000,0,False,Elite,69aed7d2446a62b77c179558,2,4,2000000000.0,75.0,Hashboard,6196289f67433d2dc53c0c5d,76,4,,,,,,,,,,,,,,
Elite,69aed7d2446a62b77c179558,4,2000000000.0,75.0,375.0,200000,0,False,Elite,69aed7d2446a62b77c179551,2,3,500000000.0,50.0,Hashboard,6319fc56a8ce530569024d79,80,3,,,,,,,,,,,,,,
Elite,69aed7d2446a62b77c179551,3,500000000.0,50.0,187.5,50000,0,False,Elite,69aed7d2446a62b77c17954a,2,2,250000000.0,25.0,Hashboard,61b35e3767433d2dc57f86a2,390,2,,,,,,,,,,,,,,
Elite,69aed7d2446a62b77c17954a,2,250000000.0,25.0,75.0,25000,0,False,Elite,69aed7d2446a62b77c179543,2,1,100000000.0,16.0,Hashboard,6319f840a8ce530569ef82b7,2900,1,,,,,,,,,,,,,,
Elite,69aed7d2446a62b77c179543,1,100000000.0,16.0,14.3,10000,0,False,Elite,69aed7d2446a62b77c17953f,2,0,25000000.0,10.0,Hashboard,61b3606767433d2dc58913a9,4500,0,,,,,,,,,,,,,,
Elven Magic,631f7b938238ed283a235475,2,157185.0,1.66,0.13,16,0,True,Elven Magic,631f7b928238ed283a235468,2,1,59850.0,0.55,Fan,6319f7baa8ce530569ed16b9,8,1,,,,,,,,,,,,,,
Elven Magic,631f7b958238ed283a23548f,4,1083285.0,2.6,7.0,109,0,True,Elven Magic,631f7b948238ed283a235482,2,3,412650.0,2.08,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Elven Magic,631f7b928238ed283a235468,1,59850.0,0.55,0.03,6,0,True,Elven Magic,631b561aa775e04d9a285473,2,0,22800.0,0.0,Fan,61b35fea67433d2dc586f7fe,90,0,,,,,,,,,,,,,,
Elven Magic,631f7b948238ed283a235482,3,412650.0,2.08,0.74,42,0,True,Elven Magic,631f7b938238ed283a235475,2,2,157185.0,1.66,Fan,61b35dac67433d2dc57d1156,2,2,,,,,,,,,,,,,,
Emerald Hoarder,69b3de950994d4dc12a44fe6,2,1000000000.0,85.0,45.0,108000,0,False,Emerald Hoarder,69b3de950994d4dc12a44fdf,2,1,350000000.0,45.0,Wire,6319f81fa8ce530569eee9dd,5000,1,,,,,,,,,,,,,,
Emerald Hoarder,69b3de950994d4dc12a44fdf,1,350000000.0,45.0,10.0,38500,0,False,Emerald Hoarder,69b3de950994d4dc12a44fdb,2,0,135000000.0,13.5,Wire,61b3604967433d2dc58893b0,5000,0,,,,,,,,,,,,,,
EmeraldGiftCraft,6570a1363c4611957323e1ef,4,8309910.0,2.84,7.0,831,0,True,EmeraldGiftCraft,6570a1353c4611957323e1e7,2,3,3165645.0,1.74,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
EmeraldGiftCraft,6570a1353c4611957323e1d7,1,459375.0,0.4,0.23,46,0,True,EmeraldGiftCraft,6570a1353c4611957323e1d4,2,0,175000.0,0.0,Fan,61b35fea67433d2dc586f7fe,700,0,,,,,,,,,,,,,,
EmeraldGiftCraft,6570a1353c4611957323e1df,2,1205925.0,0.96,0.6,121,0,True,EmeraldGiftCraft,6570a1353c4611957323e1d7,2,1,459375.0,0.4,Fan,6319f7baa8ce530569ed16b9,38,1,,,,,,,,,,,,,,
EmeraldGiftCraft,6570a1363c4611957323e1f7,5,21813540.0,4.38,11.0,2182,0,True,EmeraldGiftCraft,6570a1363c4611957323e1ef,2,4,8309910.0,2.84,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Emperor's Treasure,631f79918238ed283a233c97,2,275625.0,1.1,0.13,28,0,False,Emperor's Treasure,631f79908238ed283a233c8a,2,1,105000.0,1.05,Fan,6319f7baa8ce530569ed16b9,8,1,,,,,,,,,,,,,,
Emperor's Treasure,631f79908238ed283a233c8a,1,105000.0,1.05,0.05,11,0,False,Emperor's Treasure,61f9356a8b46ce688939024f,2,0,40000.0,1.0,Fan,61b35fea67433d2dc586f7fe,150,0,,,,,,,,,,,,,,
Emperor's Treasure,631f79938238ed283a233cb1,4,1899345.0,1.22,7.0,190,0,False,Emperor's Treasure,631f79928238ed283a233ca4,2,3,723555.0,1.16,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Emperor's Treasure,631f79928238ed283a233ca4,3,723555.0,1.16,0.74,73,0,False,Emperor's Treasure,631f79918238ed283a233c97,2,2,275625.0,1.1,Fan,61b35dac67433d2dc57d1156,2,2,,,,,,,,,,,,,,
Endurance Engine,6936e91eb13b27427b9f6dff,2,275630000.0,22.0,58.0,27563,0,True,Endurance Engine,6936e91eb13b27427b9f6df7,2,1,105000000.0,14.0,Hashboard,6319f840a8ce530569ef82b7,3495,1,,,,,,,,,,,,,,
Endurance Engine,6936e91eb13b27427b9f6e17,5,4990000000.0,65.0,1045.0,499000,0,True,Endurance Engine,6936e91eb13b27427b9f6e0f,2,4,1900000000.0,45.0,Hashboard,6196289f67433d2dc53c0c5d,50,4,,,,,,,,,,,,,,
Endurance Engine,6936e91eb13b27427b9f6df7,1,105000000.0,14.0,17.6,10500,0,True,Endurance Engine,6936e886b13b27427b9f6a99,2,0,40000000.0,9.0,Hashboard,61b3606767433d2dc58913a9,50300,0,,,,,,,,,,,,,,
Enigma,685d682e411d00ff27780b5e,2,5750000.0,4.0,0.37,575,0,False,Enigma,685d682e411d00ff27780b56,2,1,2250000.0,1.5,Hashboard,6319f840a8ce530569ef82b7,50,1,,,,,,,,,,,,,,
Entminer,631f7b9e8238ed283a2354f7,2,151620.0,1.66,0.13,16,0,True,Entminer,631f7b9d8238ed283a2354ea,2,1,57750.0,0.55,Wire,6319f81fa8ce530569eee9dd,8,1,,,,,,,,,,,,,,
Entminer,631f7ba18238ed283a23551e,5,2743020.0,3.9,10.0,275,0,True,Entminer,631f7ba08238ed283a235511,2,4,1044960.0,2.6,Wire,6196281467433d2dc53872b3,1,4,,,,,,,,,,,,,,
Entminer,631f7b9f8238ed283a235504,3,398055.0,2.08,0.74,40,0,True,Entminer,631f7b9e8238ed283a2354f7,2,2,151620.0,1.66,Wire,61b35dcd67433d2dc57daca3,2,2,,,,,,,,,,,,,,
Entminer,631f7ba08238ed283a235511,4,1044960.0,2.6,7.0,105,0,True,Entminer,631f7b9f8238ed283a235504,2,3,398055.0,2.08,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
Entminer,631f7b9d8238ed283a2354ea,1,57750.0,0.55,0.03,6,0,True,Entminer,631b5619a775e04d9a28546f,2,0,22000.0,0.0,Wire,61b3604967433d2dc58893b0,90,0,,,,,,,,,,,,,,
Ethaura,688a106f1560d1f293d57a7b,2,82690000.0,18.0,26.0,8269,0,False,Ethaura,688a106f1560d1f293d57a75,2,1,31500000.0,12.0,Fan,6319f7baa8ce530569ed16b9,1625,1,,,,,,,,,,,,,,
Etherial Shard Siren,68889cd61560d1f293d17aec,1,3000000.0,4.0,0.24,300,0,False,Etherial Shard Siren,68889cd61560d1f293d17ae9,2,0,1500000.0,1.5,Fan,61b35fea67433d2dc586f7fe,700,0,,,,,,,,,,,,,,
Etherilliant,631f7afb8238ed283a234d4c,1,2165625.0,1.58,1.1,217,0,True,Etherilliant,62e000cf81b1c8e692fa0e1f,2,0,825000.0,1.5,Hashboard,61b3606767433d2dc58913a9,3200,0,,,,,,,,,,,,,,
Etherilliant,631f7afe8238ed283a234d73,4,39172140.0,1.82,20.0,3918,0,True,Etherilliant,631f7afd8238ed283a234d66,2,3,14922705.0,1.74,Hashboard,6319fc56a8ce530569024d79,5,3,,,,,,,,,,,,,,
